
name(Lost in 4D Again)

snap(-10,10,20)
sky(91,188,252)
fog(255,209,140)
ground(150,185,192) //ground(r,g,b,textureNum,addedHueChangeFactor,addedSatChangeFactor)
lightswingX(-10)
distfog(11700)
addon(1)

tip(This stage will put all your mad skills to the test!)
tip(It also has sneaky four dimensional shortcuts across time)
tip(which take you from one checkpoint to the next much faster;)
tip(study the stage carefully to find them!)
tip(Good luck!)

nlaps(1)

soundtrack(lost4d,mp3)
noarrow()

set(47,0,0,0)p
set(10,0,5600,0)p
set(29,0,10564,0)pr
set(10,0,15528,0)p
set(52,350,14025,0)
set(23,0,18328,180)p

set(23,0,27898,0)p //5
set(10,0,30698,0)p
set(31,0,36807,0)pr
set(23,0,38487,180)


set(23,0,55355,0)
set(22,0,55915,180)
set(18,0,59275,0)p
set(22,0,62635,0)
set(10,0,65995,0)p
chk(40,0,67788,0) //10

set(14,0,70545,-90)pt
set(10,-4550,70545,90)p //12
set(10,-10150,70545,90)p //13
set(11,-15750,70545,90)
set(26,-17636,70545,90)pr
set(10,-21350,70545,-90)
set(23,-24150,70545,-90)p


set(23,-40388,70545,90)p
set(22,-40948,70545,-90)p
set(18,-44308,70545,90)
set(18,-49908,70545,-90)p
set(36,-48088,67840,180)
set(36,-48088,73240,0)
set(25,-48088,68938,180)
set(25,-48088,72136,0)

set(18,-55508,70545,-90)p
set(22,-58868,70545,90)
chk(40,-58800,70545,90) //20
set(10,-62228,70545,90)p
set(10,-67828,70545,90)p
set(14,-72378,70545,0)pt
set(10,-72378,65995,0)p
set(10,-72378,60395,0)
set(27,-72378,61082,180)pr
set(23,-72378,57595,0)p


set(23,-72378,48737,180)p
set(10,-72378,45937,180)p
set(49,-71678,46876,180)
set(49,-73078,46876,0)
set(10,-72378,40337,180)p
set(10,-72378,34737,180)p
set(49,-71678,39354,180)
set(49,-73078,39354,0)
set(10,-72378,29137,180)p
set(49,-71678,30954,180)
set(49,-71678,33754,180)
set(49,-73078,33754,0)
set(49,-73078,30954,0)
set(37,-72380,28580,-90)
set(37,-72378,29554,180)
set(37,-72374,30600,-90)
set(49,-71678,25354,180)
set(49,-71678,28154,180)
set(49,-73078,28154,0)p
set(49,-73078,25354,0)
set(10,-72378,23537,180)p
set(10,-72378,17937,0)p
set(10,-72378,12337,0)
chk(40,-72378,14532,0) //35
set(10,-72378,6737,0)p
set(14,-72378,2187,90)pt
set(10,-67828,2187,90)p
set(31,-61719,2187,-90)pr
set(23,-60039,2187,90)


fix(41,-43888,5364,-4000,90)
fix(41,-38477,2187,-900,90)


set(23,-40237,2187,-90)p
set(10,-37437,2187,-90)p
set(11,-31837,2187,-90)p
set(11,-26237,2187,-90)p
set(10,-20637,2187,90)
set(37,-21108,2187,90)
set(37,-22284,2187,90)
set(37,-20078,2187,90)
set(37,-19002,2187,90)
set(10,-15037,2187,90)p
chk(40,-13644,2187,90)


set(14,-10487,2187,180)pt
set(10,-10487,6737,180)p
set(20,-10487,12337,180)p
set(44,-10487,17937,180)p
set(43,-10487,23537,180)
set(53,-10487,25000,0)pr
set(43,-10487,29137,0)p
set(44,-10487,34737,0)
set(24,-10487,37537,0)
set(55,-10487,36700,0)pr


set(24,-10487,47820,180)
set(15,-10487,50620,180)
set(34,-10487,48916,0)pl
set(15,-10487,56220,180)p
chk(42,-10487,58701,0)
